query_id,research_version_id,lexical_form_id,concept_id,concept_label,family_id,family_code,primary_layer_code,anchor_id,anchor_label,strict_start_year,strict_end_year,contextual_start_year,contextual_end_year,surface_form,normalized_form,query_type,query_classification,interpretation_class,ngram_compatibility_status,ngram_execution_eligible,ngram_compatibility_reason,case_policy,hyphenation_policy,orthographic_policy,ocr_policy,production_allowed,ambiguity_risk,precision_risk,recall_risk,retrieval_smoothing,expected_voice_code,source_strata,review_priority,minimum_context,exclusions_note,valid_match_pattern,invalid_match_pattern,reconstructed,provenance_status,source_report,source_page,source_seed_candidate_id,provenance_note
FT-Q-V01-022,fear-temperature-quant-v0.1-provisional,FT-LF-Q-DDF74783A656,FT-C-ATMOSPHERIC_CARBON_DIOXIDE,atmospheric carbon dioxide,FT-F05,carbon_greenhouse,B,FT-A1938,1938,1938,1938,1936,1940,carbon dioxide,carbon dioxide,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",7,FT-SEED-R1B-P-1938-02,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-023,fear-temperature-quant-v0.1-provisional,FT-LF-Q-7C26181F8501,FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,anthropogenic carbon-dioxide production,FT-F05,carbon_greenhouse,B,FT-A1938,1938,1938,1938,1936,1940,fuel combustion,fuel combustion,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-03,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-024,fear-temperature-quant-v0.1-provisional,FT-LF-Q-9FE430E52746,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,air,air,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,MEDIUM,LOW,0,V1,S1938-CALLENDAR,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-04,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-025,fear-temperature-quant-v0.1-provisional,FT-LF-Q-BFD5A8ED7357,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,atmosphere,atmosphere,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,MEDIUM,LOW,0,V1,S1938-CALLENDAR,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-05,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-026,fear-temperature-quant-v0.1-provisional,FT-LF-Q-E604D2BFC8EB,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,radiation absorption coefficients,radiation absorption coefficients,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-06,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-027,fear-temperature-quant-v0.1-provisional,FT-LF-Q-9215236CF4E2,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,water vapour,water vapour,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-07,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-028,fear-temperature-quant-v0.1-provisional,FT-LF-Q-6398ACE2A1A8,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,sky radiation,sky radiation,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-08,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-029,fear-temperature-quant-v0.1-provisional,FT-LF-Q-82301C41EF4F,FT-C-MEAN_TEMPERATURE,mean temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,increase in mean temperature,increase in mean temperature,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,MEDIUM,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-09,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-030,fear-temperature-quant-v0.1-provisional,FT-LF-MEAN_TEMPERATURE,FT-C-MEAN_TEMPERATURE,mean temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,mean temperature,mean temperature,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-10,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-031,fear-temperature-quant-v0.1-provisional,FT-LF-Q-9F9F95F5AF71,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,local / instrumental temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,temperature observations,temperature observations,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",7,FT-SEED-R1B-P-1938-11,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-032,fear-temperature-quant-v0.1-provisional,FT-LF-Q-3CDC7F355147,FT-C-HISTORICAL_CLIMATE_CONDITION,historical climate / climatological condition,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,meteorological stations,meteorological stations,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",7,FT-SEED-R1B-P-1938-12,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-033,fear-temperature-quant-v0.1-provisional,FT-LF-Q-D7D389DAC7C8,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,global aggregate temperature,FT-F01,temperature_threshold,A,FT-A1938,1938,1938,1938,1936,1940,world temperatures,world temperatures,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S1938-CALLENDAR,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",8,FT-SEED-R1B-P-1938-13,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
